1	0.06	-12.42	-3.06
2	0.1	-12.48	-3.08
3	0.14	-12.65	-3.07
4	0.18	-12.81	-3.05
5	0.22	-12.94	-3
6	0.26	-13.13	-2.95
7	0.3	-13.26	-2.87
8	0.34	-13.36	-2.81
9	0.38	-13.45	-2.75
10	0.42	-13.47	-2.68
11	0.5	-13.5	-2.58
12	0.54	-13.5	-2.48
13	0.58	-13.48	-2.38
14	0.62	-13.47	-2.31
15	0.66	-13.44	-2.27
16	0.7	-13.44	-2.23
17	0.74	-13.44	-2.2
18	0.78	-13.43	-2.15
19	0.82	-13.4	-2.12
20	0.86	-13.36	-2.08
21	0.9	-13.34	-2.01
22	0.94	-13.32	-1.96
23	0.98	-13.32	-1.9
24	1.02	-13.32	-1.84
25	1.06	-13.26	-1.76
26	1.1	-13.21	-1.63
27	1.14	-13.15	-1.43
28	1.18	-13.07	-1.21
29	1.22	-13.02	-1
30	1.26	-12.99	-0.8
31	1.3	-12.96	-0.6
32	1.34	-12.93	-0.36
33	1.38	-12.9	-0.06
34	1.42	-12.84	0.18
35	1.46	-12.76	0.38
36	1.5	-12.67	0.54
37	1.54	-12.54	0.67
38	1.58	-12.45	0.8
39	1.62	-12.4	0.95
40	1.66	-12.4	1.08
41	1.7	-12.43	1.23
42	1.74	-12.45	1.41
43	1.78	-12.44	1.6
44	1.82	-12.42	1.78
45	1.86	-12.41	1.94
46	1.9	-12.4	2.06
47	1.94	-12.39	2.13
48	1.98	-12.4	2.21
49	2.02	-12.37	2.21
50	2.06	-12.36	2.22
51	2.1	-12.35	2.21
52	2.14	-12.34	2.19
53	2.18	-12.34	2.19
54	2.22	-12.34	2.19
55	2.26	-12.33	2.21
56	2.3	-12.32	2.23
57	2.34	-12.31	2.25
58	2.38	-12.29	2.25
59	2.42	-12.25	2.23
60	2.46	-12.2	2.21
61	2.5	-12.13	2.18
62	2.54	-12.07	2.14
63	2.58	-12	2.09
64	2.62	-11.95	2.03
65	2.66	-11.9	1.98
66	2.7	-11.84	1.98
67	2.74	-11.78	2.02
68	2.78	-11.72	2.06
69	2.82	-11.65	2.14
70	2.86	-11.59	2.14
71	2.9	-11.52	2.08
72	2.94	-11.43	2.01
73	2.98	-11.32	1.9
74	3.02	-11.21	1.78
75	3.06	-11.09	1.72
76	3.1	-10.95	1.69
77	3.14	-10.77	1.67
78	3.18	-10.56	1.65
79	3.22	-10.36	1.62
80	3.26	-10.19	1.55
81	3.3	-10.03	1.49
82	3.34	-9.93	1.44
83	3.38	-9.83	1.39
84	3.42	-9.75	1.34
85	3.46	-9.71	1.31
86	3.5	-9.7	1.25
87	3.54	-9.72	1.19
88	3.58	-9.74	1.14
89	3.62	-9.74	1.09
90	3.66	-9.73	1.05
91	3.7	-9.71	1
92	3.74	-9.67	0.96
93	3.78	-9.62	0.9
94	3.82	-9.52	0.78
95	3.86	-9.43	0.59
96	3.9	-9.32	0.35
97	3.94	-9.2	0.12
98	3.98	-9.1	-0.07
99	4.02	-8.99	-0.21
100	4.06	-8.93	-0.3
101	4.1	-8.88	-0.37
102	4.14	-8.82	-0.42
103	4.18	-8.75	-0.46
104	4.22	-8.64	-0.52
105	4.26	-8.51	-0.63
106	4.3	-8.4	-0.75
107	4.34	-8.31	-0.86
108	4.38	-8.24	-0.94
109	4.42	-8.19	-1
110	4.46	-8.12	-1.09
111	4.5	-8.06	-1.22
112	4.54	-8.01	-1.4
113	4.58	-7.93	-1.66
114	4.62	-7.89	-1.93
115	4.66	-7.84	-2.21
116	4.7	-7.81	-2.47
117	4.74	-7.83	-2.68
118	4.78	-7.86	-2.83
119	4.82	-7.9	-2.99
120	4.86	-7.9	-3.12
121	4.9	-7.84	-3.26
122	4.94	-7.76	-3.46
123	4.98	-7.67	-3.61
124	5.02	-7.57	-3.76
125	5.06	-7.5	-3.83
126	5.1	-7.47	-3.88
127	5.14	-7.53	-3.98
128	5.18	-7.66	-4.12
129	5.22	-7.82	-4.27
130	5.26	-7.98	-4.41
131	5.3	-8.09	-4.52
132	5.34	-8.19	-4.56
133	5.38	-8.29	-4.63
134	5.42	-8.38	-4.7
135	5.46	-8.46	-4.78
136	5.5	-8.5	-4.83
137	5.54	-8.51	-4.86
138	5.58	-8.52	-4.86
139	5.62	-8.53	-4.84
140	5.66	-8.54	-4.83
141	5.7	-8.54	-4.79
