1	0.06	-0.11	-1.62
2	0.1	-0.15	-1.62
3	0.14	-0.2	-1.61
4	0.18	-0.26	-1.59
5	0.22	-0.3	-1.56
6	0.26	-0.34	-1.56
7	0.3	-0.37	-1.56
8	0.34	-0.41	-1.57
9	0.38	-0.45	-1.56
10	0.42	-0.49	-1.52
11	0.52	-0.52	-1.44
12	0.55	-0.56	-1.36
13	0.58	-0.6	-1.28
14	0.62	-0.64	-1.24
15	0.66	-0.67	-1.23
16	0.7	-0.7	-1.21
17	0.74	-0.72	-1.17
18	0.78	-0.75	-1.08
19	0.82	-0.8	-0.97
20	0.86	-0.85	-0.85
21	0.9	-0.9	-0.74
22	0.94	-0.95	-0.66
23	0.98	-1.04	-0.55
24	1.02	-1.14	-0.45
25	1.06	-1.26	-0.36
26	1.1	-1.39	-0.28
27	1.14	-1.46	-0.24
28	1.18	-1.51	-0.23
29	1.22	-1.54	-0.25
30	1.26	-1.54	-0.27
31	1.3	-1.54	-0.3
32	1.34	-1.52	-0.31
33	1.38	-1.49	-0.31
34	1.42	-1.45	-0.36
35	1.46	-1.38	-0.46
36	1.5	-1.32	-0.57
37	1.54	-1.26	-0.69
38	1.58	-1.2	-0.78
39	1.62	-1.14	-0.84
40	1.66	-1.08	-0.89
41	1.7	-1.02	-0.93
42	1.74	-0.96	-0.99
43	1.78	-0.91	-1.05
44	1.82	-0.86	-1.11
45	1.86	-0.83	-1.15
46	1.9	-0.83	-1.19
47	1.94	-0.85	-1.19
48	1.98	-0.85	-1.21
49	2.02	-0.81	-1.26
50	2.06	-0.76	-1.3
51	2.1	-0.67	-1.4
52	2.14	-0.58	-1.48
53	2.18	-0.52	-1.56
54	2.22	-0.48	-1.62
55	2.26	-0.45	-1.64
56	2.3	-0.42	-1.67
57	2.34	-0.38	-1.68
58	2.38	-0.31	-1.71
59	2.42	-0.26	-1.76
60	2.46	-0.19	-1.8
61	2.5	-0.1	-1.84
62	2.54	-0.01	-1.87
63	2.58	0.11	-1.87
64	2.62	0.25	-1.83
65	2.66	0.38	-1.78
66	2.7	0.48	-1.72
67	2.74	0.58	-1.69
68	2.78	0.66	-1.69
69	2.82	0.74	-1.71
70	2.86	0.81	-1.73
71	2.9	0.89	-1.76
72	2.94	0.96	-1.77
73	2.98	1.03	-1.75
74	3.02	1.1	-1.75
75	3.06	1.14	-1.71
76	3.1	1.17	-1.7
77	3.14	1.18	-1.69
78	3.18	1.18	-1.67
79	3.22	1.17	-1.66
80	3.26	1.17	-1.62
81	3.3	1.18	-1.58
82	3.34	1.18	-1.55
83	3.38	1.2	-1.53
84	3.42	1.22	-1.53
85	3.46	1.27	-1.56
86	3.5	1.31	-1.55
87	3.54	1.37	-1.52
88	3.58	1.42	-1.49
89	3.62	1.44	-1.44
90	3.66	1.49	-1.41
91	3.7	1.53	-1.4
92	3.74	1.58	-1.4
93	3.78	1.65	-1.38
94	3.82	1.73	-1.33
95	3.86	1.8	-1.29
96	3.9	1.87	-1.26
97	3.94	1.96	-1.25
98	3.98	2.06	-1.25
99	4.02	2.17	-1.26
100	4.06	2.29	-1.31
101	4.1	2.4	-1.37
102	4.14	2.49	-1.46
103	4.18	2.59	-1.57
104	4.22	2.68	-1.64
105	4.26	2.79	-1.67
106	4.3	2.95	-1.69
107	4.34	3.12	-1.73
108	4.38	3.3	-1.75
109	4.42	3.41	-1.84
110	4.46	3.46	-1.95
111	4.5	3.47	-2.04
112	4.54	3.46	-2.16
113	4.58	3.45	-2.3
114	4.62	3.47	-2.42
115	4.66	3.52	-2.57
116	4.7	3.62	-2.72
117	4.74	3.75	-2.84
118	4.78	3.86	-2.97
119	4.82	3.92	-3.05
120	4.86	3.92	-3.13
121	4.9	3.91	-3.2
122	4.94	3.9	-3.25
123	4.98	3.88	-3.27
124	5.02	3.82	-3.28
125	5.06	3.72	-3.3
126	5.1	3.62	-3.35
127	5.14	3.5	-3.4
128	5.18	3.4	-3.44
129	5.22	3.34	-3.48
130	5.26	3.24	-3.53
131	5.3	3.14	-3.59
132	5.34	3.05	-3.65
133	5.38	2.93	-3.69
134	5.42	2.83	-3.74
135	5.46	2.71	-3.79
136	5.5	2.62	-3.84
137	5.54	2.55	-3.88
138	5.58	2.49	-3.92
139	5.62	2.48	-3.98
140	5.66	2.42	-4.04
141	5.7	2.34	-4.12
142	5.74	2.24	-4.21
143	5.78	2.12	-4.27
144	5.82	2.01	-4.33
145	5.86	1.9	-4.38
146	5.9	1.82	-4.42
147	5.94	1.77	-4.47
148	5.98	1.71	-4.53
149	6.02	1.64	-4.57
150	6.06	1.57	-4.63
151	6.1	1.49	-4.69
152	6.14	1.42	-4.74
153	6.18	1.37	-4.8
154	6.22	1.3	-4.8
155	6.26	1.19	-4.73
156	6.3	1.07	-4.64
157	6.34	0.94	-4.55
158	6.38	0.82	-4.47
159	6.42	0.73	-4.43
160	6.46	0.69	-4.39
161	6.5	0.66	-4.32
162	6.54	0.64	-4.29
163	6.58	0.62	-4.27
164	6.62	0.59	-4.26
165	6.66	0.57	-4.25
166	6.7	0.55	-4.2
167	6.74	0.53	-4.14
168	6.78	0.49	-4
169	6.82	0.42	-3.86
170	6.86	0.33	-3.7
171	6.9	0.23	-3.53
172	6.94	0.13	-3.37
173	6.98	0.03	-3.18
174	7.02	-0.06	-2.99
175	7.06	-0.14	-2.83
176	7.1	-0.19	-2.68
177	7.14	-0.22	-2.57
178	7.18	-0.24	-2.45
179	7.22	-0.25	-2.33
180	7.26	-0.24	-2.25
181	7.3	-0.24	-2.19
182	7.34	-0.24	-2.16
183	7.38	-0.25	-2.12
184	7.42	-0.31	-2.11
185	7.46	-0.36	-2.08
186	7.5	-0.39	-2.04
187	7.54	-0.4	-1.96
188	7.58	-0.41	-1.84
189	7.62	-0.44	-1.72
190	7.66	-0.47	-1.6
191	7.7	-0.51	-1.5
192	7.74	-0.51	-1.35
193	7.78	-0.51	-1.17
194	7.82	-0.51	-0.98
195	7.86	-0.51	-0.82
196	7.9	-0.51	-0.7
197	7.94	-0.49	-0.58
198	7.98	-0.48	-0.46
199	8.02	-0.45	-0.33
200	8.06	-0.41	-0.22
201	8.1	-0.39	-0.13
202	8.14	-0.31	-0.03
203	8.18	-0.24	0.08
204	8.22	-0.16	0.2
205	8.26	-0.06	0.32
206	8.3	0.04	0.38
207	8.34	0.17	0.39
208	8.38	0.32	0.39
209	8.42	0.47	0.39
210	8.46	0.58	0.4
211	8.5	0.66	0.41
212	8.54	0.72	0.44
213	8.58	0.83	0.46
214	8.62	0.96	0.5
215	8.66	1.1	0.57
216	8.7	1.24	0.6
217	8.74	1.36	0.62
218	8.78	1.46	0.63
219	8.82	1.57	0.6
220	8.86	1.68	0.57
221	8.9	1.77	0.55
222	8.94	1.86	0.53
223	8.98	1.96	0.52
224	9.02	2.08	0.53
225	9.06	2.22	0.51
226	9.1	2.37	0.47
227	9.14	2.46	0.41
228	9.18	2.5	0.31
229	9.22	2.52	0.2
230	9.26	2.52	0.07
231	9.3	2.52	-0.07
232	9.34	2.55	-0.2
233	9.38	2.57	-0.29
234	9.42	2.62	-0.35
235	9.46	2.72	-0.39
236	9.5	2.81	-0.43
237	9.54	2.88	-0.53
238	9.58	2.91	-0.63
239	9.62	2.89	-0.75
240	9.66	2.85	-0.95
241	9.7	2.84	-1.16
242	9.74	2.85	-1.36
243	9.78	2.85	-1.54
244	9.82	2.88	-1.66
245	9.86	2.9	-1.8
246	9.9	2.91	-1.95
247	9.94	2.88	-2.09
248	9.98	2.81	-2.19
249	10.02	2.73	-2.27
250	10.06	2.66	-2.34
251	10.1	2.63	-2.45
252	10.14	2.59	-2.58
253	10.18	2.57	-2.74
254	10.22	2.53	-2.93
255	10.26	2.48	-3.11
256	10.3	2.47	-3.29
257	10.34	2.46	-3.39
258	10.38	2.4	-3.43
259	10.42	2.34	-3.43
260	10.46	2.26	-3.4
261	10.5	2.14	-3.41
262	10.54	2.03	-3.42
263	10.58	1.93	-3.43
264	10.62	1.85	-3.41
265	10.66	1.8	-3.37
266	10.7	1.75	-3.3
267	10.74	1.73	-3.26
268	10.78	1.7	-3.2
269	10.82	1.67	-3.14
270	10.86	1.64	-3.1
271	10.9	1.6	-3.05
272	10.94	1.55	-3.01
273	10.98	1.51	-2.97
274	11.02	1.47	-2.91
275	11.06	1.43	-2.85
276	11.1	1.35	-2.76
277	11.14	1.22	-2.67
278	11.18	1.07	-2.57
279	11.22	0.87	-2.46
280	11.26	0.73	-2.38
281	11.3	0.62	-2.28
282	11.34	0.54	-2.18
283	11.38	0.49	-2.09
284	11.42	0.43	-1.99
285	11.46	0.38	-1.95
286	11.5	0.34	-1.9
287	11.54	0.33	-1.83
288	11.58	0.34	-1.79
289	11.62	0.33	-1.72
290	11.66	0.34	-1.68
291	11.7	0.32	-1.65
292	11.74	0.29	-1.6
293	11.78	0.3	-1.58
294	11.82	0.31	-1.57
295	11.86	0.33	-1.56
296	11.9	0.35	-1.57
297	11.94	0.38	-1.54
298	11.98	0.38	-1.45
